time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-08 00:00:00+00:00,3,2,11,7
2023-06-09 00:00:00+00:00,6,5,23,13
2023-06-10 00:00:00+00:00,6,3,1,1
2023-06-11 00:00:00+00:00,3,2,69,7
2023-06-12 00:00:00+00:00,5,5,68,18
2023-06-13 00:00:00+00:00,6,5,47,12
2023-06-14 00:00:00+00:00,4,3,19,8
2023-06-15 00:00:00+00:00,7,4,99,15
2023-06-16 00:00:00+00:00,4,3,33,9
2023-06-17 00:00:00+00:00,3,3,117,12
2023-06-18 00:00:00+00:00,5,4,64,6
2023-06-19 00:00:00+00:00,4,3,56,6
2023-06-20 00:00:00+00:00,4,3,7,4
2023-06-21 00:00:00+00:00,1,1,29,10
