time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-04 00:00:00+00:00,5.0,4.0,51,8
2024-03-05 00:00:00+00:00,2.0,2.0,30,11
2024-03-06 00:00:00+00:00,3.0,3.0,49,17
2024-03-07 00:00:00+00:00,3.0,3.0,26,10
2024-03-08 00:00:00+00:00,3.0,2.0,19,10
2024-03-09 00:00:00+00:00,2.0,2.0,13,5
2024-03-10 00:00:00+00:00,2.0,2.0,12,10
2024-03-11 00:00:00+00:00,2.0,2.0,20,14
2024-03-12 00:00:00+00:00,1.0,1.0,122,14
2024-03-13 00:00:00+00:00,1.0,1.0,60,11
2024-03-14 00:00:00+00:00,1.0,1.0,152,13
2024-03-15 00:00:00+00:00,1.0,1.0,37,13
2024-03-16 00:00:00+00:00,2.0,2.0,89,10
2024-03-17 00:00:00+00:00,,,56,4
