time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-08 00:00:00+00:00,5,3,11,2
2025-06-09 00:00:00+00:00,5,2,5,4
2025-06-10 00:00:00+00:00,1,1,8,3
2025-06-11 00:00:00+00:00,2,2,10,5
2025-06-12 00:00:00+00:00,6,6,42,8
2025-06-13 00:00:00+00:00,11,6,7,5
2025-06-14 00:00:00+00:00,6,4,53,6
2025-06-15 00:00:00+00:00,3,3,13,4
2025-06-16 00:00:00+00:00,7,7,14,4
2025-06-17 00:00:00+00:00,1,1,94,10
2025-06-18 00:00:00+00:00,6,6,14,6
2025-06-19 00:00:00+00:00,6,5,19,4
2025-06-20 00:00:00+00:00,1,1,4,3
2025-06-21 00:00:00+00:00,7,2,15,2
