time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-01 00:00:00+00:00,5,2,,
2025-02-02 00:00:00+00:00,4,2,,
2025-02-03 00:00:00+00:00,2,2,1.0,1.0
2025-02-04 00:00:00+00:00,5,2,,
2025-02-05 00:00:00+00:00,5,3,34.0,4.0
2025-02-06 00:00:00+00:00,4,2,15.0,4.0
2025-02-07 00:00:00+00:00,5,2,,
2025-02-08 00:00:00+00:00,6,2,6.0,3.0
2025-02-09 00:00:00+00:00,5,2,1.0,1.0
2025-02-10 00:00:00+00:00,1,1,7.0,4.0
2025-02-11 00:00:00+00:00,1,1,16.0,6.0
2025-02-12 00:00:00+00:00,1,1,2.0,2.0
2025-02-13 00:00:00+00:00,5,2,17.0,6.0
2025-02-14 00:00:00+00:00,1,1,2.0,2.0
