time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-30 00:00:00+00:00,,,57,12
2024-07-31 00:00:00+00:00,1.0,1.0,8,7
2024-08-01 00:00:00+00:00,2.0,2.0,33,6
2024-08-02 00:00:00+00:00,1.0,1.0,2,2
2024-08-03 00:00:00+00:00,1.0,1.0,10,3
2024-08-04 00:00:00+00:00,,,36,6
2024-08-05 00:00:00+00:00,3.0,2.0,12,7
2024-08-06 00:00:00+00:00,1.0,1.0,33,7
2024-08-07 00:00:00+00:00,,,33,8
2024-08-08 00:00:00+00:00,4.0,3.0,12,6
2024-08-09 00:00:00+00:00,2.0,1.0,17,8
2024-08-11 00:00:00+00:00,,,2,1
2024-08-12 00:00:00+00:00,,,25,4
