time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-30 00:00:00+00:00,,,33,13
2022-12-01 00:00:00+00:00,,,43,9
2022-12-02 00:00:00+00:00,,,14,4
2022-12-03 00:00:00+00:00,1.0,1.0,8,4
2022-12-04 00:00:00+00:00,,,14,7
2022-12-05 00:00:00+00:00,,,29,10
2022-12-06 00:00:00+00:00,8.0,5.0,69,8
2022-12-07 00:00:00+00:00,7.0,5.0,15,7
2022-12-08 00:00:00+00:00,2.0,2.0,10,7
2022-12-09 00:00:00+00:00,4.0,4.0,5,5
2022-12-10 00:00:00+00:00,3.0,3.0,12,6
2022-12-11 00:00:00+00:00,2.0,2.0,18,6
2022-12-12 00:00:00+00:00,6.0,5.0,51,15
2022-12-13 00:00:00+00:00,1.0,1.0,39,15
