time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-22 00:00:00+00:00,5.0,4.0,34,18
2023-05-23 00:00:00+00:00,2.0,2.0,49,13
2023-05-24 00:00:00+00:00,4.0,3.0,23,11
2023-05-25 00:00:00+00:00,4.0,3.0,34,11
2023-05-26 00:00:00+00:00,4.0,3.0,20,9
2023-05-27 00:00:00+00:00,3.0,2.0,24,8
2023-05-28 00:00:00+00:00,7.0,5.0,16,6
2023-05-29 00:00:00+00:00,8.0,7.0,41,20
2023-05-30 00:00:00+00:00,3.0,2.0,28,12
2023-05-31 00:00:00+00:00,3.0,2.0,57,9
2023-06-01 00:00:00+00:00,7.0,5.0,98,20
2023-06-02 00:00:00+00:00,4.0,3.0,22,13
2023-06-03 00:00:00+00:00,4.0,3.0,3,2
2023-06-04 00:00:00+00:00,,,33,4
