time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-13 00:00:00+00:00,2.0,1.0,26,6
2024-09-14 00:00:00+00:00,4.0,1.0,79,8
2024-09-15 00:00:00+00:00,,,8,2
2024-09-16 00:00:00+00:00,2.0,2.0,20,8
2024-09-17 00:00:00+00:00,2.0,1.0,11,5
2024-09-18 00:00:00+00:00,3.0,3.0,95,18
2024-09-19 00:00:00+00:00,3.0,1.0,51,14
2024-09-20 00:00:00+00:00,3.0,1.0,81,13
2024-09-21 00:00:00+00:00,,,86,11
2024-09-22 00:00:00+00:00,1.0,1.0,26,6
2024-09-23 00:00:00+00:00,1.0,1.0,69,12
2024-09-24 00:00:00+00:00,3.0,3.0,26,11
2024-09-25 00:00:00+00:00,,,24,9
2024-09-26 00:00:00+00:00,,,3,2
