time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-26 00:00:00+00:00,2,2,39.0,7.0
2025-05-27 00:00:00+00:00,1,1,24.0,8.0
2025-05-28 00:00:00+00:00,1,1,4.0,4.0
2025-05-29 00:00:00+00:00,3,3,134.0,33.0
2025-05-30 00:00:00+00:00,1,1,84.0,8.0
2025-05-31 00:00:00+00:00,4,2,2.0,2.0
2025-06-01 00:00:00+00:00,6,2,43.0,1.0
2025-06-02 00:00:00+00:00,4,2,,
2025-06-03 00:00:00+00:00,5,3,8.0,7.0
2025-06-04 00:00:00+00:00,2,2,9.0,2.0
2025-06-05 00:00:00+00:00,9,5,6.0,4.0
2025-06-06 00:00:00+00:00,5,3,29.0,7.0
2025-06-07 00:00:00+00:00,2,2,2.0,2.0
2025-06-08 00:00:00+00:00,1,1,11.0,2.0
