time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-10 00:00:00+00:00,1.0,1.0,14,8
2024-10-11 00:00:00+00:00,1.0,1.0,15,7
2024-10-12 00:00:00+00:00,2.0,1.0,19,8
2024-10-13 00:00:00+00:00,3.0,1.0,13,3
2024-10-14 00:00:00+00:00,2.0,2.0,33,9
2024-10-15 00:00:00+00:00,,,11,5
2024-10-16 00:00:00+00:00,,,11,9
2024-10-17 00:00:00+00:00,,,23,14
2024-10-18 00:00:00+00:00,,,38,16
2024-10-19 00:00:00+00:00,,,10,2
2024-10-20 00:00:00+00:00,1.0,1.0,1,1
2024-10-21 00:00:00+00:00,2.0,1.0,5,5
2024-10-22 00:00:00+00:00,2.0,2.0,20,10
2024-10-23 00:00:00+00:00,,,5,5
