time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-30 00:00:00+00:00,1.0,1.0,84.0,8.0
2025-05-31 00:00:00+00:00,4.0,2.0,2.0,2.0
2025-06-01 00:00:00+00:00,6.0,2.0,43.0,1.0
2025-06-02 00:00:00+00:00,4.0,2.0,,
2025-06-03 00:00:00+00:00,5.0,3.0,8.0,7.0
2025-06-04 00:00:00+00:00,2.0,2.0,9.0,2.0
2025-06-05 00:00:00+00:00,9.0,5.0,6.0,4.0
2025-06-06 00:00:00+00:00,5.0,3.0,29.0,7.0
2025-06-07 00:00:00+00:00,2.0,2.0,2.0,2.0
2025-06-08 00:00:00+00:00,5.0,3.0,11.0,2.0
2025-06-09 00:00:00+00:00,5.0,2.0,5.0,4.0
2025-06-10 00:00:00+00:00,1.0,1.0,8.0,3.0
2025-06-11 00:00:00+00:00,2.0,2.0,10.0,5.0
2025-06-12 00:00:00+00:00,,,42.0,8.0
