time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-01 00:00:00+00:00,4,3,6,1
2023-07-02 00:00:00+00:00,4,3,16,6
2023-07-03 00:00:00+00:00,4,3,25,8
2023-07-04 00:00:00+00:00,5,4,13,9
2023-07-05 00:00:00+00:00,3,2,13,8
2023-07-06 00:00:00+00:00,4,3,17,9
2023-07-07 00:00:00+00:00,5,4,25,9
2023-07-08 00:00:00+00:00,4,3,20,8
2023-07-09 00:00:00+00:00,6,5,47,4
2023-07-10 00:00:00+00:00,5,4,101,16
2023-07-11 00:00:00+00:00,16,12,99,10
2023-07-12 00:00:00+00:00,5,4,25,9
2023-07-13 00:00:00+00:00,3,2,75,22
2023-07-14 00:00:00+00:00,1,1,44,11
