url_path,views_total,views_unique
/Ricardokevins/Bert-In-Relation-Extraction,149,80
/Ricardokevins/Bert-In-Relation-Extraction/tree/main/README.assets,40,12
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/main.py,31,11
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/README.assets/Inkedimage-20210204112312401_LI.jpg,28,11
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/README.md,28,8
/Ricardokevins/Bert-In-Relation-Extraction/tree/main/figure,24,6
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/demo.py,21,8
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/loader.py,21,8
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/train.json,19,7
/Ricardokevins/Bert-In-Relation-Extraction/blob/main/model.py,18,7
